consultaID, categoriaID, descripcion
80, 2, Falta de disponibilidad de medicamentos.
270, 4, Falta de disponibilidad de medicamentos.
302, 4, La cita fue cancelada sin previo aviso.
931, 4, El personal administrativo fue poco cordial.
990, , 
990, , 
534, , 
242, 1, El tiempo de espera fue demasiado largo.
875, 4, La cita fue cancelada sin previo aviso.
183, 4, La cita fue cancelada sin previo aviso.
202, 2, La atención se sintió apresurada.,,,
400, 2, El médico no explicó claramente el diagnóstico.
488, 2, La atención del personal no fue satisfactoria.
833, 4, Se extraviaron documentos clínicos importantes.
265, 2, Problemas con la facturación del servicio.
283, 3, El médico no explicó claramente el diagnóstico.
283, 3, El médico no explicó claramente el diagnóstico.
325, 4, Falta de disponibilidad de medicamentos.
126, 4, El médico dijo: 'todo bien' sin explicación
126, 4, El médico dijo: 'todo bien' sin explicación
886, 2, El médico no explicó claramente el diagnóstico.
512, ???, La cita fue cancelada sin previo aviso.
512, ???, La cita fue cancelada sin previo aviso.
313, 1, Falta de disponibilidad de medicamentos.
135, 1, La atención se sintió apresurada.
716, 4, La cita fue cancelada sin previo aviso.
28, 3, El cuarto asignado estaba en malas condiciones.
28, 3, El cuarto asignado estaba en malas condiciones.
387, 1, Falta de disponibilidad de medicamentos.
372, 1, La cita fue cancelada sin previo aviso.
403, 3, El personal administrativo fue poco cordial.,,,
213, 3, El tiempo de espera fue demasiado largo.
213, 3, El tiempo de espera fue demasiado largo.
91, 3, La cita fue cancelada sin previo aviso.
797, 4, El personal administrativo fue poco cordial.
84, 1, El personal administrativo fue poco cordial.
988, 4, Falta de disponibilidad de medicamentos.
, ???, 
145, 1, La cita fue cancelada sin previo aviso.
145, 1, La cita fue cancelada sin previo aviso.
23, 4, La atención del personal no fue satisfactoria.
247, 3, El personal administrativo fue poco cordial.
621, 1, La cita fue cancelada sin previo aviso.
2, 3, La atención del personal no fue satisfactoria.
965, 2, La atención se sintió apresurada.
ABC123, 4, El tiempo de espera fue demasiado largo.
32, 1, Se extraviaron documentos clínicos importantes.
877, 2, El médico no explicó claramente el diagnóstico.
766, 4, Problemas con la facturación del servicio.
766, 4, Problemas con la facturación del servicio.
427, 2, La atención se sintió apresurada.
184, 1, El personal administrativo fue poco cordial.
850, 4, El personal administrativo fue poco cordial.
676, 3, La atención del personal no fue satisfactoria.
, , La atención del personal no fue satisfactoria.
694, 4, 
, 4, Falta de disponibilidad de medicamentos.
, 4, Falta de disponibilidad de medicamentos.
, 3, 
69, 3, El cuarto asignado estaba en malas condiciones.
468, 4, La cita fue cancelada sin previo aviso.
142, 2, La atención se sintió apresurada.
255, 4, El cuarto asignado estaba en malas condiciones.
895, , Problemas con la facturación del servicio.
938, 3, La cita fue cancelada sin previo aviso.
647, 2, Falta de disponibilidad de medicamentos.
414, 4, Falta de disponibilidad de medicamentos.
678, 2, La cita fue cancelada sin previo aviso.
678, 2, La cita fue cancelada sin previo aviso.
330, 1, El personal administrativo fue poco cordial.
231, 4, El personal administrativo fue poco cordial.
231, 4, El personal administrativo fue poco cordial.
443, 4, El médico no explicó claramente el diagnóstico.,,,
443, 4, El médico no explicó claramente el diagnóstico.,,,
710, ???, La cita fue cancelada sin previo aviso.
761, 4, Se extraviaron documentos clínicos importantes.
761, 4, Se extraviaron documentos clínicos importantes.
760, 2, El cuarto asignado estaba en malas condiciones.,,,
811, 3, El médico dijo: 'todo bien' sin explicación
811, 3, El médico dijo: 'todo bien' sin explicación
249, 1, El personal administrativo fue poco cordial.
, , Se extraviaron documentos clínicos importantes.
, , Se extraviaron documentos clínicos importantes.
168, 1, La cita fue cancelada sin previo aviso.
834, 4, La atención se sintió apresurada.
253, 1, El personal administrativo fue poco cordial.
582, 3, Se extraviaron documentos clínicos importantes.
582, 3, Se extraviaron documentos clínicos importantes.
827, 1, El cuarto asignado estaba en malas condiciones.
298, 3, Problemas con la facturación del servicio.
717, 3, La atención se sintió apresurada.
963, 2, El tiempo de espera fue demasiado largo.
3, 3, El médico no explicó claramente el diagnóstico.
679, 2, El cuarto asignado estaba en malas condiciones.
442, 1, Falta de disponibilidad de medicamentos.
442, 1, Falta de disponibilidad de medicamentos.
311, 1, El cuarto asignado estaba en malas condiciones.
929, 4, Falta de disponibilidad de medicamentos.
751, 3, Falta de disponibilidad de medicamentos.
, 1, El cuarto asignado estaba en malas condiciones.
379, 2, Problemas con la facturación del servicio.
169, 4, El tiempo de espera fue demasiado largo.
169, 4, El tiempo de espera fue demasiado largo.
68, 1, Falta de disponibilidad de medicamentos.
910, 3, La atención del personal no fue satisfactoria.
377, 1, El cuarto asignado estaba en malas condiciones.
704, 2, El médico no explicó claramente el diagnóstico.
720, 4, Se extraviaron documentos clínicos importantes.
132, ???, El tiempo de espera fue demasiado largo.
132, ???, El tiempo de espera fue demasiado largo.
629, 1, La atención se sintió apresurada.
